ID,TIPO_DOCUMENTO,NUM_DOCUMENTO,NOMBRE,APELLIDO,DIRECCION,TELEFONO,FECHA_INSCRIPCION,FECHA_NACIMIENTO,CIUDAD,DEPARTAMENTO,COD_POSTAL,OFICINA
1671,2,'cedula1656','cliente19','apellido10','direccion1671','telefono1671',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('9/10/1995','dd/mm/yyyy'),'ciudad1','departamento1','001671'
1672,4,'pasaporte3','cliente20','apellido14','direccion1672','telefono1672',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('23/3/1949','dd/mm/yyyy'),'ciudad1','departamento1','001672'
1673,4,'pasaporte4','cliente21','apellido5','direccion1673','telefono1673',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('12/11/1970','dd/mm/yyyy'),'ciudad2','departamento2','001673'
1674,5,'nit4','empresa4','null','direccion1674','telefono1674',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('28/12/1902','dd/mm/yyyy'),'ciudad50','departamento0','001674'
1675,4,'pasaporte5','cliente23','apellido17','direccion1675','telefono1675',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('28/11/1999','dd/mm/yyyy'),'ciudad2','departamento2','001675'
1676,4,'pasaporte6','cliente24','apellido7','direccion1676','telefono1676',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('17/2/1931','dd/mm/yyyy'),'ciudad2','departamento2','001676'
1677,4,'pasaporte7','cliente25','apellido11','direccion1677','telefono1677',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('31/8/2001','dd/mm/yyyy'),'ciudad25','departamento5','001677'
1678,4,'pasaporte8','cliente26','apellido26','direccion1678','telefono1678',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('9/4/1996','dd/mm/yyyy'),'ciudad2','departamento2','001678'
1679,4,'pasaporte9','cliente27','apellido14','direccion1679','telefono1679',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('28/9/1924','dd/mm/yyyy'),'ciudad4','departamento4','001679'
1680,1,'tarjetai4','cliente28','apellido25','direccion1680','telefono1680',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('20/9/1999','dd/mm/yyyy'),'ciudad2','departamento2','001680'
1681,1,'tarjetai5','cliente29','apellido9','direccion1681','telefono1681',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('19/3/2002','dd/mm/yyyy'),'ciudad15','departamento5','001681'
1682,5,'nit5','empresa5','null','direccion1682','telefono1682',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('7/6/1946','dd/mm/yyyy'),'ciudad2','departamento2','001682'
1683,5,'nit6','empresa6','null','direccion1683','telefono1683',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('23/1/1960','dd/mm/yyyy'),'ciudad2','departamento2','001683'
1684,3,'cedulae8','cliente32','apellido3','direccion1684','telefono1684',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('26/12/1976','dd/mm/yyyy'),'ciudad2','departamento2','001684'
1685,2,'cedula1657','cliente33','apellido2','direccion1685','telefono1685',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('25/2/1994','dd/mm/yyyy'),'ciudad7','departamento7','001685'
1686,4,'pasaporte10','cliente34','apellido20','direccion1686','telefono1686',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('7/4/1994','dd/mm/yyyy'),'ciudad29','departamento9','001686'
1687,4,'pasaporte11','cliente35','apellido2','direccion1687','telefono1687',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('31/10/1935','dd/mm/yyyy'),'ciudad45','departamento5','001687'
1688,4,'pasaporte12','cliente36','apellido16','direccion1688','telefono1688',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('4/4/1946','dd/mm/yyyy'),'ciudad36','departamento6','001688'
1689,1,'tarjetai6','cliente37','apellido10','direccion1689','telefono1689',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('14/10/2002','dd/mm/yyyy'),'ciudad2','departamento2','001689'
1690,1,'tarjetai7','cliente38','apellido19','direccion1690','telefono1690',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('31/5/2001','dd/mm/yyyy'),'ciudad20','departamento0','001690'
1691,1,'tarjetai8','cliente39','apellido9','direccion1691','telefono1691',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('13/11/2000','dd/mm/yyyy'),'ciudad16','departamento6','001691'
1692,4,'pasaporte13','cliente40','apellido24','direccion1692','telefono1692',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('10/11/2002','dd/mm/yyyy'),'ciudad2','departamento2','001692'
1693,2,'cedula1658','cliente41','apellido16','direccion1693','telefono1693',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('9/10/1972','dd/mm/yyyy'),'ciudad3','departamento3','001693'
1694,4,'pasaporte14','cliente42','apellido26','direccion1694','telefono1694',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('5/3/1929','dd/mm/yyyy'),'ciudad3','departamento3','001694'
1695,3,'cedulae9','cliente43','apellido34','direccion1695','telefono1695',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('14/3/1950','dd/mm/yyyy'),'ciudad50','departamento0','001695'
1696,1,'tarjetai9','cliente44','apellido23','direccion1696','telefono1696',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('22/1/2003','dd/mm/yyyy'),'ciudad21','departamento1','001696'
1697,3,'cedulae10','cliente45','apellido16','direccion1697','telefono1697',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('22/1/1989','dd/mm/yyyy'),'ciudad13','departamento3','001697'
1698,2,'cedula1659','cliente46','apellido41','direccion1698','telefono1698',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('8/5/1936','dd/mm/yyyy'),'ciudad3','departamento3','001698'
1699,3,'cedulae11','cliente47','apellido21','direccion1699','telefono1699',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('7/4/1958','dd/mm/yyyy'),'ciudad32','departamento2','001699'
1700,2,'cedula1660','cliente48','apellido39','direccion1700','telefono1700',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('30/1/1946','dd/mm/yyyy'),'ciudad7','departamento7','001700'
1701,2,'cedula1661','cliente49','apellido38','direccion1701','telefono1701',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('5/3/1938','dd/mm/yyyy'),'ciudad3','departamento3','001701'
1702,4,'pasaporte15','cliente50','apellido44','direccion1702','telefono1702',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('5/5/1966','dd/mm/yyyy'),'ciudad58','departamento8','001702'
1703,5,'nit7','empresa7','null','direccion1703','telefono1703',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('22/6/1906','dd/mm/yyyy'),'ciudad3','departamento3','001703'
1704,4,'pasaporte16','cliente52','apellido31','direccion1704','telefono1704',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('20/6/1983','dd/mm/yyyy'),'ciudad52','departamento2','001704'
1705,5,'nit8','empresa8','null','direccion1705','telefono1705',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('28/6/1924','dd/mm/yyyy'),'ciudad2','departamento2','001705'
1706,2,'cedula1662','cliente54','apellido39','direccion1706','telefono1706',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('10/10/1947','dd/mm/yyyy'),'ciudad43','departamento3','001706'
1707,4,'pasaporte17','cliente55','apellido28','direccion1707','telefono1707',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('18/7/1924','dd/mm/yyyy'),'ciudad3','departamento3','001707'
1708,5,'nit9','empresa9','null','direccion1708','telefono1708',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('4/7/1924','dd/mm/yyyy'),'ciudad3','departamento3','001708'
1709,3,'cedulae12','cliente57','apellido11','direccion1709','telefono1709',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('14/1/1952','dd/mm/yyyy'),'ciudad3','departamento3','001709'
1710,4,'pasaporte18','cliente58','apellido27','direccion1710','telefono1710',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('27/6/1992','dd/mm/yyyy'),'ciudad21','departamento1','001710'
1711,2,'cedula1663','cliente59','apellido23','direccion1711','telefono1711',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('13/2/1992','dd/mm/yyyy'),'ciudad3','departamento3','001711'
1712,3,'cedulae13','cliente60','apellido14','direccion1712','telefono1712',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('15/9/1997','dd/mm/yyyy'),'ciudad3','departamento3','001712'
1713,1,'tarjetai10','cliente61','apellido28','direccion1713','telefono1713',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('16/10/2002','dd/mm/yyyy'),'ciudad4','departamento4','001713'
1714,5,'nit10','empresa10','null','direccion1714','telefono1714',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('18/8/1962','dd/mm/yyyy'),'ciudad4','departamento4','001714'
1715,4,'pasaporte19','cliente63','apellido7','direccion1715','telefono1715',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('24/8/1943','dd/mm/yyyy'),'ciudad8','departamento8','001715'
1716,2,'cedula1664','cliente64','apellido56','direccion1716','telefono1716',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('16/11/1966','dd/mm/yyyy'),'ciudad4','departamento4','001716'
1717,1,'tarjetai11','cliente65','apellido27','direccion1717','telefono1717',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('26/10/2000','dd/mm/yyyy'),'ciudad55','departamento5','001717'
1718,2,'cedula1665','cliente66','apellido63','direccion1718','telefono1718',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('30/1/1985','dd/mm/yyyy'),'ciudad4','departamento4','001718'
1719,2,'cedula1666','cliente67','apellido28','direccion1719','telefono1719',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('2/2/1974','dd/mm/yyyy'),'ciudad4','departamento4','001719'
1720,2,'cedula1667','cliente68','apellido38','direccion1720','telefono1720',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('17/6/1942','dd/mm/yyyy'),'ciudad59','departamento9','001720'
1721,5,'nit11','empresa11','null','direccion1721','telefono1721',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('20/11/1928','dd/mm/yyyy'),'ciudad55','departamento5','001721'
1722,3,'cedulae14','cliente70','apellido41','direccion1722','telefono1722',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('9/9/1955','dd/mm/yyyy'),'ciudad40','departamento0','001722'
1723,3,'cedulae15','cliente71','apellido45','direccion1723','telefono1723',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('2/4/1988','dd/mm/yyyy'),'ciudad4','departamento4','001723'
1724,1,'tarjetai12','cliente72','apellido30','direccion1724','telefono1724',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('24/2/2002','dd/mm/yyyy'),'ciudad13','departamento3','001724'
1725,4,'pasaporte20','cliente73','apellido62','direccion1725','telefono1725',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('9/10/1957','dd/mm/yyyy'),'ciudad4','departamento4','001725'
1726,3,'cedulae16','cliente74','apellido8','direccion1726','telefono1726',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('26/7/1935','dd/mm/yyyy'),'ciudad14','departamento4','001726'
1727,1,'tarjetai13','cliente75','apellido45','direccion1727','telefono1727',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('14/9/2000','dd/mm/yyyy'),'ciudad46','departamento6','001727'
1728,3,'cedulae17','cliente76','apellido4','direccion1728','telefono1728',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('4/12/1992','dd/mm/yyyy'),'ciudad4','departamento4','001728'
1729,4,'pasaporte21','cliente77','apellido75','direccion1729','telefono1729',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('5/10/1962','dd/mm/yyyy'),'ciudad42','departamento2','001729'
1730,3,'cedulae18','cliente78','apellido44','direccion1730','telefono1730',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('14/12/1997','dd/mm/yyyy'),'ciudad13','departamento3','001730'
1731,4,'pasaporte22','cliente79','apellido20','direccion1731','telefono1731',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('11/8/1925','dd/mm/yyyy'),'ciudad31','departamento1','001731'
1732,1,'tarjetai14','cliente80','apellido1','direccion1732','telefono1732',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('6/2/2003','dd/mm/yyyy'),'ciudad52','departamento2','001732'
1733,3,'cedulae19','cliente81','apellido75','direccion1733','telefono1733',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('24/10/1972','dd/mm/yyyy'),'ciudad3','departamento3','001733'
1734,4,'pasaporte23','cliente82','apellido39','direccion1734','telefono1734',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('10/8/1929','dd/mm/yyyy'),'ciudad39','departamento9','001734'
1735,3,'cedulae20','cliente83','apellido77','direccion1735','telefono1735',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('13/6/1993','dd/mm/yyyy'),'ciudad5','departamento5','001735'
1736,1,'tarjetai15','cliente84','apellido2','direccion1736','telefono1736',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('16/5/2001','dd/mm/yyyy'),'ciudad5','departamento5','001736'
1737,3,'cedulae21','cliente85','apellido24','direccion1737','telefono1737',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('19/3/1925','dd/mm/yyyy'),'ciudad3','departamento3','001737'
1738,5,'nit12','empresa12','null','direccion1738','telefono1738',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('5/7/1992','dd/mm/yyyy'),'ciudad5','departamento5','001738'
1739,4,'pasaporte24','cliente87','apellido63','direccion1739','telefono1739',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('27/8/1962','dd/mm/yyyy'),'ciudad45','departamento5','001739'
1740,1,'tarjetai16','cliente88','apellido70','direccion1740','telefono1740',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('27/1/1998','dd/mm/yyyy'),'ciudad5','departamento5','001740'
1741,1,'tarjetai17','cliente89','apellido58','direccion1741','telefono1741',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('25/7/1999','dd/mm/yyyy'),'ciudad5','departamento5','001741'
1742,5,'nit13','empresa13','null','direccion1742','telefono1742',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('15/7/1998','dd/mm/yyyy'),'ciudad25','departamento5','001742'
1743,3,'cedulae22','cliente91','apellido56','direccion1743','telefono1743',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('19/4/1955','dd/mm/yyyy'),'ciudad22','departamento2','001743'
1744,1,'tarjetai18','cliente92','apellido36','direccion1744','telefono1744',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('20/11/1999','dd/mm/yyyy'),'ciudad5','departamento5','001744'
1745,5,'nit14','empresa14','null','direccion1745','telefono1745',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('9/1/1969','dd/mm/yyyy'),'ciudad19','departamento9','001745'
1746,1,'tarjetai19','cliente94','apellido77','direccion1746','telefono1746',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('25/4/2003','dd/mm/yyyy'),'ciudad38','departamento8','001746'
1747,1,'tarjetai20','cliente95','apellido53','direccion1747','telefono1747',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('11/4/2000','dd/mm/yyyy'),'ciudad5','departamento5','001747'
1748,4,'pasaporte25','cliente96','apellido67','direccion1748','telefono1748',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('19/6/1960','dd/mm/yyyy'),'ciudad24','departamento4','001748'
1749,2,'cedula1668','cliente97','apellido27','direccion1749','telefono1749',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('14/5/1979','dd/mm/yyyy'),'ciudad29','departamento9','001749'
1750,2,'cedula1669','cliente98','apellido94','direccion1750','telefono1750',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('29/10/1988','dd/mm/yyyy'),'ciudad22','departamento2','001750'
1751,4,'pasaporte26','cliente99','apellido60','direccion1751','telefono1751',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('12/4/1960','dd/mm/yyyy'),'ciudad38','departamento8','001751'
1752,5,'nit15','empresa15','null','direccion1752','telefono1752',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('1/9/1988','dd/mm/yyyy'),'ciudad5','departamento5','001752'
1753,4,'pasaporte27','cliente101','apellido85','direccion1753','telefono1753',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('13/8/1925','dd/mm/yyyy'),'ciudad6','departamento6','001753'
1754,2,'cedula1670','cliente102','apellido67','direccion1754','telefono1754',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('12/9/1984','dd/mm/yyyy'),'ciudad35','departamento5','001754'
1755,2,'cedula1671','cliente103','apellido90','direccion1755','telefono1755',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('30/7/1944','dd/mm/yyyy'),'ciudad24','departamento4','001755'
1756,2,'cedula1672','cliente104','apellido103','direccion1756','telefono1756',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('1/11/1988','dd/mm/yyyy'),'ciudad56','departamento6','001756'
1757,3,'cedulae23','cliente105','apellido90','direccion1757','telefono1757',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('8/9/1948','dd/mm/yyyy'),'ciudad39','departamento9','001757'
1758,5,'nit16','empresa16','null','direccion1758','telefono1758',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('20/3/1909','dd/mm/yyyy'),'ciudad6','departamento6','001758'
1759,5,'nit17','empresa17','null','direccion1759','telefono1759',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('6/10/1932','dd/mm/yyyy'),'ciudad6','departamento6','001759'
1760,1,'tarjetai21','cliente108','apellido4','direccion1760','telefono1760',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('7/11/2002','dd/mm/yyyy'),'ciudad42','departamento2','001760'
1761,4,'pasaporte28','cliente109','apellido27','direccion1761','telefono1761',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('4/10/1963','dd/mm/yyyy'),'ciudad45','departamento5','001761'
1762,2,'cedula1673','cliente110','apellido92','direccion1762','telefono1762',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('28/12/1968','dd/mm/yyyy'),'ciudad53','departamento3','001762'
1763,2,'cedula1674','cliente111','apellido37','direccion1763','telefono1763',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('3/10/1920','dd/mm/yyyy'),'ciudad14','departamento4','001763'
1764,3,'cedulae24','cliente112','apellido68','direccion1764','telefono1764',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('11/12/1981','dd/mm/yyyy'),'ciudad56','departamento6','001764'
1765,2,'cedula1675','cliente113','apellido110','direccion1765','telefono1765',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('22/6/1970','dd/mm/yyyy'),'ciudad21','departamento1','001765'
1766,3,'cedulae25','cliente114','apellido106','direccion1766','telefono1766',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('8/11/1977','dd/mm/yyyy'),'ciudad6','departamento6','001766'
1767,5,'nit18','empresa18','null','direccion1767','telefono1767',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('18/2/1902','dd/mm/yyyy'),'ciudad53','departamento3','001767'
1768,3,'cedulae26','cliente116','apellido3','direccion1768','telefono1768',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('18/10/1974','dd/mm/yyyy'),'ciudad6','departamento6','001768'
1769,1,'tarjetai22','cliente117','apellido101','direccion1769','telefono1769',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('4/10/1998','dd/mm/yyyy'),'ciudad7','departamento7','001769'
1770,4,'pasaporte29','cliente118','apellido84','direccion1770','telefono1770',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('2/3/1958','dd/mm/yyyy'),'ciudad36','departamento6','001770'
1771,3,'cedulae27','cliente119','apellido25','direccion1771','telefono1771',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('8/7/1987','dd/mm/yyyy'),'ciudad17','departamento7','001771'
1772,1,'tarjetai23','cliente120','apellido105','direccion1772','telefono1772',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('1/5/2000','dd/mm/yyyy'),'ciudad6','departamento6','001772'
1773,2,'cedula1676','cliente121','apellido89','direccion1773','telefono1773',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('12/8/1964','dd/mm/yyyy'),'ciudad7','departamento7','001773'
1774,4,'pasaporte30','cliente122','apellido10','direccion1774','telefono1774',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('6/5/1944','dd/mm/yyyy'),'ciudad55','departamento5','001774'
1775,5,'nit19','empresa19','null','direccion1775','telefono1775',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('2/8/1985','dd/mm/yyyy'),'ciudad37','departamento7','001775'
1776,5,'nit20','empresa20','null','direccion1776','telefono1776',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('15/9/1994','dd/mm/yyyy'),'ciudad7','departamento7','001776'
1777,5,'nit21','empresa21','null','direccion1777','telefono1777',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('25/4/1940','dd/mm/yyyy'),'ciudad7','departamento7','001777'
1778,4,'pasaporte31','cliente126','apellido102','direccion1778','telefono1778',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('3/6/1943','dd/mm/yyyy'),'ciudad7','departamento7','001778'
1779,1,'tarjetai24','cliente127','apellido122','direccion1779','telefono1779',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('30/8/2002','dd/mm/yyyy'),'ciudad7','departamento7','001779'
1780,2,'cedula1677','cliente128','apellido104','direccion1780','telefono1780',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('20/7/1994','dd/mm/yyyy'),'ciudad7','departamento7','001780'
1781,4,'pasaporte32','cliente129','apellido40','direccion1781','telefono1781',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('4/8/1940','dd/mm/yyyy'),'ciudad56','departamento6','001781'
1782,3,'cedulae28','cliente130','apellido92','direccion1782','telefono1782',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('10/9/1940','dd/mm/yyyy'),'ciudad7','departamento7','001782'
1783,4,'pasaporte33','cliente131','apellido114','direccion1783','telefono1783',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('25/7/1921','dd/mm/yyyy'),'ciudad7','departamento7','001783'
1784,3,'cedulae29','cliente132','apellido108','direccion1784','telefono1784',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('7/8/1943','dd/mm/yyyy'),'ciudad39','departamento9','001784'
1785,2,'cedula1678','cliente133','apellido36','direccion1785','telefono1785',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('10/2/1991','dd/mm/yyyy'),'ciudad20','departamento0','001785'
1786,2,'cedula1679','cliente134','apellido56','direccion1786','telefono1786',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('25/4/1996','dd/mm/yyyy'),'ciudad7','departamento7','001786'
1787,4,'pasaporte34','cliente135','apellido96','direccion1787','telefono1787',TO_DATE('21/9/2015','dd/mm/yyyy'),TO_DATE('16/1/1940','dd/mm/yyyy'),'ciudad56','departamento6','001787'
